userId,recipeId,name,rating
7895,9360,0L,5
4690,7925,PISM9FY7,1
8877,471,R1ASHOHT,3
2496,7786,0W38GYHFD,1
5855,8762,1,2
2448,5750,C,4
2021,945,L74VKL,4
5131,2352,DAKG4V,4
901,9274,84NWKXDR00,2
1753,2964,GHUEHOLUI,1
2219,6337,ONCMKZSX,3
5321,1474,Q22NUI9OW,5
8445,8259,2MXXERL,1
9150,4808,UDU35IZ,5
9515,965,2SYZ,1
3292,1716,0BFTYBFQ,4
4995,7857,YRQVHXN2NX,3
5330,9097,RCDB,4
1451,4462,42DOBZRIB,5
5960,4169,9H57,4
727,9864,NVA,5
4128,9959,4,4
3933,9374,I,4
2232,2501,9,5
9686,2721,8V4B,2
4172,8226,1JHC,1
2974,5826,67,4
9789,460,EF,2
3020,7578,8RAFRP0,2
4604,2574,DZZ4C,4
2540,5087,XM002R6T,5
4177,692,PB,4
4549,6735,ICJ9AS,3
1188,9272,PA,5
7340,4808,UDU35IZ,1
3347,4286,6FL56H,3
6453,8700,BQ0RVROM7Y,1
4649,2713,PJUD,3
3388,5534,4G0BUAQRXP,5
4551,8989,YWG,3
2680,2305,I5DE6CEP,3
6250,8887,ROB5L,2
8192,4062,J8T73,4
115,795,6IBB,5
4114,4421,Q0HZPTS,3
3335,1540,Y1KFW8N,2
2600,5008,BJ3OR7,1
8919,8579,W7Q4G6F5Z,1
9010,8306,2,5
2379,4085,SK0H,2
5628,6024,Q6HZW599,2
5848,4800,IJJ5LE7,1
3219,493,O4SBL,5
7828,9525,S4O,1
6959,4150,8RBZ8,1
6571,4583,V8,4
5842,2349,KXW1RIP,5
8980,7565,DOFPUDNAB,1
7095,2778,T,5
7124,3440,KE,2
3446,5318,EZBO3M79,1
4923,4054,PEPIPXL,3
1983,5936,FSBO9LXMB,4
6077,908,B,4
9709,5528,M0TH,4
3357,1212,MRE,2
3524,8990,GVUBG62,1
1849,8281,XP4R1DNJNZ,3
8956,25,LCR3,4
8084,4709,F,3
8775,4685,WHD33IUQT,3
6211,1236,NZCFBWHILZ,2
5411,8547,JD,4
9801,5550,3HZML,1
7581,8416,JWSI9,5
4390,6239,V25RVY5,5
3395,9683,WJY,2
1774,6303,VHQ9M6OAT,4
5816,2683,WX,1
1224,6434,TS,5
6309,3134,7MK0QEYH60,1
7362,6805,OEHDF,5
314,1201,HVQSM0N,1
3542,8348,P3QNY,3
2299,3830,GPLO,1
6874,5488,HZIOY,5
8693,5478,YYEX6XQE3,1
4038,4061,4,1
4643,9761,LFD,5
5280,696,8S18EW,3
8015,2032,6U,4
5534,4437,WXFD,5
7598,6866,F2RJ2V,1
6485,5498,29PJ2,2
9191,7568,ZE1B,2
6854,9431,TZCJL90,1
155,83,2JH17LQ,3
9672,8862,UX,4
3151,9076,VN9,2
4065,2279,D0W8N3XR8Y,3
7546,720,W,4
8465,2574,DZZ4C,4
8522,8153,UKDD5XFO,3
8654,281,6UPQE,3
2166,7975,EAT3RAZM,1
4315,27,LB,1
6637,6251,S8EOY,1
6424,1797,PQZBLTLC,1
205,4421,Q0HZPTS,5
6629,4811,5K,4
9936,1802,4ZEM,5
9471,9816,7IZSOF2SQG,5
5270,6741,OZ2,2
2272,3200,L,3
2825,1495,4I2,1
9360,8133,358CW,2
8718,3133,66PYK,1
6115,443,ZH7FQ,2
5738,8660,IY1K,1
7346,5990,X75UD5ZJE3,3
3800,4916,V6ILOL4O,4
1198,9166,4NPFKS8I4,5
1085,1333,I,5
4576,7955,VA01WW0R,3
7737,4743,51Z,2
7248,6786,BS2L1R1,4
3335,9456,CBKNB,2
4582,7334,25J4Y07GS,4
9809,1989,WHQCIN05Z,1
1126,3457,VTJ,4
3148,3629,J84P,2
6803,4193,VDW6RV,3
7630,89,0MGY9DM5,2
687,1141,SMP34U4J,3
5165,9646,7EIVKHW9,3
6825,7542,ZQ9KKAIHME,2
1686,457,B1M85J,2
4351,7947,SVCC,1
1885,4152,9S,3
3447,2515,P6LNOKXC,4
3802,7672,T52CT6Z41,3
3379,6292,M60KQRO,1
7618,1155,R6FH7,4
7390,5729,DA6GD1,5
9601,7597,0GAQXCYV,5
828,8117,JJ7UMRGT,5
6471,9590,QQLL799,5
2675,8056,GC,4
5874,5232,95IEGPX,2
5638,4030,LM,2
6563,6508,DKFJ7YCSIW,4
7847,3563,BB,5
2476,5665,W0N,1
5348,5457,9,4
7944,3263,S,3
5281,3567,N0LA1KW,2
2584,9642,RXPP,2
6666,5501,V8Q8TDFMDN,2
2276,8158,JL,4
7436,1259,7IIAW,4
3695,9923,M,4
6047,7127,U,4
7073,3436,MR9,2
4575,9406,GWADGW,5
7767,7477,RGYQRK,2
4288,9273,5W2DDQKU,5
313,9254,0,4
6781,3849,8ZC57QXYN,2
9051,1793,1GWXP07S,4
839,6168,DQM,2
7873,8567,TL7E5QVV,3
9385,7889,36JMBWM,5
3662,4997,J,3
4117,239,50GE031,4
2255,1186,KNVI84,3
8093,4407,W70Q0S0,1
7154,3059,I,3
6396,3186,0PHIBQTX,4
1384,6813,F,3
9551,305,R9OFJ4,2
5284,2007,E5DQ5B,5
3216,1959,CO,1
5670,5884,LXTNWUH,4
7178,4464,6LI5WQ,1
5168,3657,66,2
136,9540,WRXNNE3N5O,1
7979,4608,1W43Z3K1LB,2
3194,320,JFF,5
7939,4497,V5RBISKWA6,3
1271,9071,RDQV0BS,5
1421,2126,WMLN,5
2954,6524,6UHZ9,2
1632,7857,YRQVHXN2NX,5
6237,1028,FH0BFD9TP,2
7180,9552,52OIAEMRM,2
7582,8864,VAG6JS,1
6453,1999,C2HID9E,1
658,6108,EJ2EDFU0C,5
1939,6726,MUEENX,4
8193,6701,2J,5
2905,4344,KWB,3
166,6901,PAX9,5
5714,1191,JJR,5
7001,1592,F,4
7160,9869,CX3,3
2765,2608,X1,2
4105,7175,4JLYPY6L5S,4
4458,2166,L,5
116,1845,PR9PB,1
5822,6104,7AV2NVV1C,2
4033,1171,0TD,1
3763,5296,04YT,1
400,3275,C00W,3
1517,7281,IJW6UEJ,2
6624,1403,UW,1
6454,9176,948GNTPTL,2
8850,7494,RXM6CE,3
4407,4954,RQVV6,3
3871,7929,39Y6CL5M,3
4448,9261,PP,1
8933,7998,UALC5HL,3
6587,8799,0TF47,1
1203,1437,GT148R2H,5
5202,1478,RYK0430,4
5259,4358,ZQ3S,4
1888,8164,N,4
7022,4113,00XH94QR4N,1
8126,5631,SQDDWGYKU,1
448,9285,3EHE9C12,2
4354,9554,6EJZ5WFIG,2
9207,3007,M06KG,5
6668,3537,V,1
2195,2197,KQ8,1
2430,9643,HLQBP,2
7166,7977,FOCHB,3
5242,7922,K2,4
6754,3319,CXV8F70,3
8232,5724,YEOS1HGW,2
8924,6155,0RU,4
2477,8029,IYE6TAAF,4
864,6943,7FOD,4
8391,6414,2KBO825,1
2017,2605,1WL,1
1619,1924,4Z,3
7097,2699,I9AR5O5,4
2932,8823,X,4
7056,3000,KJJ6,1
9015,9953,MIND65W,2
7423,8082,V7UETZPS2,4
2358,9740,TM2K65,1
679,5300,GD29BLR,4
9148,4346,XY,4
2879,6323,T7Y1T6,5
8666,7557,S,2
8094,3879,RQF,1
5823,4409,1HSW0U8,2
213,9214,26KG58OW,5
2787,8782,USD6Y9K,1
7376,994,IOZY9XYPEH,4
2351,8002,90QGUW,5
7959,4895,FO9CESS6U,5
5166,9914,XQ7QOZ2NC,2
8364,4774,EI,4
9619,8870,PD,3
3979,2892,VLSPR,2
1483,2334,C7,1
4542,9218,Y4,3
55,1809,3CDP,4
4019,9909,A7Y,5
8563,9087,LIPM,3
6406,7628,28J88LSA,1
6042,8339,GMW0UX,2
2601,7410,XL6T9DKS,3
4632,8416,JWSI9,1
4072,2799,1,3
3889,9469,Y4UYNK0W,3
4026,9927,J5,4
3359,8550,W6Z,5
2615,8342,9797QK,3
6557,5735,90,2
7713,4419,5H6,3
8934,9308,YC51,2
1664,8125,BM9LFJPUI,1
8947,9885,LLVOCZ9WI2,5
562,1877,HH,5
3126,7416,M0C8,4
2963,309,EF3CUDI6O,4
677,5817,IZHUDI5QJI,5
8401,3353,I7,3
6469,3606,MQP61,4
3719,450,B,4
9523,6259,HQSJF5N,3
8584,2811,TCU6RPVA63,3
3616,8812,N,3
5991,5687,G6S6T,3
6572,761,5ZDTY3PG,1
2423,1174,44OZ,2
2247,787,YGAFTAKENB,3
4614,9174,P1KI7O,2
5158,744,2V40,3
2629,2335,6C,1
2630,9363,11BOU06FO9,4
874,9574,U5B8NR,5
4329,6139,I46O2G,1
2583,6865,X86GOMQ3V,5
4193,9955,IC3M,5
6212,4702,Y03,3
3144,1656,9ZIAYQW,5
8063,4003,B,1
3522,3333,7RVGESK0J,2
3935,3369,956PS7SH,3
7720,7335,SSOCC,2
5354,8978,BD7KS0YOVQ,1
4229,9963,U98D4B,2
1983,8434,J,5
4053,3963,ZZOJM8N6L,3
3254,1668,F59NM,2
8560,1200,ZN1K46AZKN,2
4541,8231,R5,5
4240,3077,HB9S3HNRN,3
3150,8074,NZ2636J,4
9516,4983,V,5
2795,6476,4QRGH,2
1841,8960,TOSUOLGY,4
7498,9871,4,1
8323,4904,559,3
6911,8460,ZB3P,2
4038,1232,E,4
9139,3216,94VBHAM3V,2
7713,3161,CUL1,2
257,4031,LIV,4
1231,9761,LFD,3
4662,8163,J,3
3073,5797,ZAN8LF4ON,4
8679,2869,654QV2,4
8968,1239,OY1QQ,2
3015,9893,PG,2
3783,1763,HHNGR,2
3950,5732,MAOFD5HPJ,4
496,9411,6,2
9078,5081,2DOIQQI,2
8392,3279,SWV17XJJQL,1
9758,6862,AKXC,1
99,7852,6,5
7089,9694,CJ88,4
3035,7048,LQ,1
5285,2889,2L,2
7890,2841,OPT6NJ,1
4910,4642,32AKA,1
4241,8350,V7HVV18NGO,3
8554,2482,JFDCVCT9,5
8180,4595,WXJOVYE,1
7287,3363,LJMIN75K0,2
8340,6644,MZTKT,2
35,8754,UV0XVP285,2
2184,9242,0KB,3
7965,5548,CSNA,3
2638,7925,PISM9FY7,3
2644,7933,YMLROH,2
1464,2760,7P3,1
1408,2668,GYPT5D,4
2643,2153,3VTS,5
3056,7645,7A,5
5566,4215,3QPID,4
7399,6823,C,2
649,5557,70D,3
994,1495,4I2,3
4563,8953,48A8D93UV,1
5181,8309,17XR02T,2
3624,8913,FU4V4GQ,2
2424,9321,DN0P77SAX8,4
7579,6661,S,5
7154,5103,Y,4
39,9131,JOGFTIHX,4
8652,1817,UAW,4
1445,5815,S72,2
8100,2317,M8BCAXMA,1
6476,8069,W,4
3586,7166,CXFQ,5
717,9964,DA7EISR,1
8125,5176,ZTJ,2
6504,9127,8VSENW,1
4212,3435,O6N0WLTXKK,1
5363,2707,ERM9,5
9186,406,WX9SGNWY7,4
405,6789,VVKB7XH,3
2426,9943,VZU2ZAS2,2
5837,3645,9UN4XCSS0V,1
437,9811,8TTISS1N,2
1366,6423,T6DDA,5
8537,6687,2QV0BR4N,1
3727,1694,KEVB,2
860,8741,EJT8K3,5
4838,8198,PMZ5UUI8E9,3
2508,9003,NI,1
3614,9363,11BOU06FO9,1
9267,7865,VLSHWNUE,1
5108,8794,O,4
3076,5008,BJ3OR7,3
8401,5710,7GY06,5
1447,2117,0MVTQT9KO,4
1401,1881,ZNUJ,1
9385,6338,LBQ,5
6646,8701,PT,3
488,5057,KZG9KVJSU,4
447,4353,Z9B,3
150,5660,T5,5
5990,3488,VC,3
2317,5492,ED98YSKBAN,2
8078,2518,IAE,3
7564,6920,DC5OL,5
6544,1523,O9NWTZZ,3
2271,5204,W,2
3035,6924,CRJE1,2
491,176,8,5
7690,6361,CQ,3
1290,4472,69,4
5842,3828,J6MDU,2
2272,7272,BJL,5
2340,8778,OWO2KOC,1
9861,759,007DAGFFE0,5
9477,371,8QQLO6ZY5N,4
9243,1111,QG,5
3009,6540,G,3
49,3632,P0R6KQRI5R,5
102,4286,6FL56H,2
7838,7730,X5R8NYOWZ0,1
9007,8015,5O,5
1745,8301,9R94CZ4C3K,3
5908,8298,V7,3
8364,3014,Y6ICZ0H7QE,4
6768,5832,WDANA40,1
9712,7404,E3B3JHO,5
8151,5275,W5AM0Q,2
8546,4762,XJMTRUDKPJ,2
3774,2829,JDX8TP5,2
4538,3109,RKU54ALMW,1
2186,2113,X1VH54,4
9923,4955,U7USI,3
9276,4612,090,5
4321,1138,L,1
4222,2115,FN1JVZTO,4
4032,8857,J,2
1353,2605,1WL,3
6168,4387,BVNIYHJ,1
5833,4921,GM,4
3182,6009,SX,2
6961,3307,OLJLIX,1
4769,4187,MZ7O,1
7463,5904,PW30W,4
2591,7753,VB0RY7,4
6041,6631,7KWYPSOV,1
8485,6416,TJW4,4
6564,9619,8C,5
3899,771,SKX,4
9130,8949,9V1,4
7412,5577,W,3
7165,6862,AKXC,2
9472,5635,7VWWK,3
6060,7368,2FEN4AJXM,3
86,887,FSVUG,1
4962,9827,87VL8K,4
3081,6105,UNFLAUIWP,2
1379,6230,09LD,4
274,3374,EWM,4
125,8744,B,2
5753,9819,Z5F241IP4,3
5257,9942,F88GCE4,1
44,2672,XMU,5
9246,4943,1E,4
3124,9369,4WTYD3T,1
8937,6982,XL96E,2
9210,1563,0SQ3AKZT,3
2772,5874,JUWSUC,4
1703,5990,X75UD5ZJE3,3
244,8513,J75LM,1
2559,8853,DO67SSGF,4
5001,3767,0PW38S2DHM,5
266,246,OO2N1,5
6849,511,CDZ1P7K,1
5794,8358,39J9AXD,5
2479,8688,WY3EAXPMAJ,5
2183,6444,0FH8SF9Q2Z,1
4889,904,52BP2V,2
9174,8595,UXTS,2
7492,2740,E83J,4
1810,1311,WNW,5
6153,7151,CWTU8RFM,4
5198,7836,JL,5
6015,4205,2X2YBE0,1
6265,8585,97ZM695WU,4
8923,6446,FYTEHNI0BO,5
7443,8703,1FXA1G,4
5740,4343,JE9IR,2
1650,7901,3UU,4
1331,6180,M66,2
4545,9273,5W2DDQKU,1
2572,6780,6APMRJA5,4
6051,1134,RL,2
7957,9864,NVA,5
1785,7401,FPOANQD,3
1625,663,9WVL2W,3
499,4808,UDU35IZ,1
7462,8874,55Q1,4
2083,4454,O4P7I7,1
9364,9563,QJ,5
7056,2467,B8,2
9044,5381,XWXIMWOY,3
1979,625,JLIOT8UWM,5
7451,6985,IPDAM1LY,3
3717,7874,Q75REFNC,1
4688,6545,QH3D,5
4075,8488,C1QS9VUK,1
9002,9187,RHP4PD,2
5393,2119,DY6MB5K,2
2051,8749,BZY5L5NK,5
7072,3741,O,4
751,9949,NLDHG,5
1827,6906,AET,3
4052,6941,ECRV9VEH,3
7614,6234,H1MD,3
2642,3889,7PIG,1
5729,798,QR1SZJO4RP,3
314,8335,5C0M,1
9805,9513,PGRX,5
714,1188,Z,1
8950,1697,PI,4
5924,1635,E2PD,5
3192,1912,X,5
7050,8737,R,4
4377,4667,X,4
384,4096,V5W,1
5300,5126,2WI8,2
9401,9354,PIWCDODW,4
5990,5212,G1,1
1939,2833,ZDFF,3
516,361,41W8BTLT,2
7215,991,CG,3
9419,2144,IRB66MZNA,2
4943,5646,Z7J25X7OK,4
6458,9227,H,1
2050,9075,QUWZCXDQN,1
8476,4516,FMJXXK33,3
8664,8802,RC8K6,4
7860,9975,MA0VM1,5
4439,9495,J9LVJR,5
5143,829,HV,3
3319,2540,YB9ES5,2
780,3226,GXX8,1
9847,7673,LF,4
8545,1094,TQTC5Q93KE,4
8494,6298,PHIYIV0JRK,1
4429,7078,XOUQWXMI34,5
4845,5816,VJOXET7,1
5158,1069,6W6H2PBN,3
8950,8959,IM98S,1
9114,5292,3L2P8T,4
8907,9352,I,1
1891,3245,S31QIY,4
1142,4095,LK15S,4
6929,9286,OX1,3
8217,8019,P,3
8064,465,FMC8W,5
9724,8594,S,3
385,6014,S,3
1222,1547,PJ7S7,5
2320,3872,N40R0L,2
9368,8154,XA8QW0,3
2731,525,DD2,1
2244,5033,IK,4
2618,5973,F1JBMG8P,2
9091,7828,HAG,5
1031,759,007DAGFFE0,5
7968,285,TN21OZ,5
9245,72,LZ686ERW4U,1
3109,7157,G07SPUCD,5
6790,9184,BZPGYV0,5
7469,3597,JN46SO0QBZ,3
2116,4952,X93JXXV,3
9122,6973,BV,2
5719,6079,3VYWR1ZIS,2
9181,8021,0SH3,5
8679,8153,UKDD5XFO,1
537,6114,WQR6REPI7Q,5
969,565,L,4
611,8349,MVRRCZV0BR,2
8790,5383,NT6Y,1
8418,5341,TPQRK,1
827,4438,NJGVD,1
4621,509,BGZKSQ968,1
3956,7201,D,2
6700,4225,IIAUV0,2
6496,8293,N4RUEFX,5
3252,2677,P6Y6YB,1
8368,9105,Y,4
4650,3926,3,2
1820,1116,VO8MC7B,1
7872,532,CGE,1
6079,5441,ZD66RVWU,2
5902,6292,M60KQRO,5
4603,2163,6GHCVVQI,1
7445,4253,VTV3YO7,4
3497,3736,VYJH5QA38K,5
3639,4626,QXTDK,3
7804,1040,7634,3
5915,8961,JOWVJ84K,1
5000,9121,4A9A,1
6532,5123,K5G,4
4163,4909,S0AHJ59AX6,2
3134,6849,4Z9C,5
2810,2071,EFTHBYU,5
6059,7714,C6N86PEN7A,2
3928,9554,6EJZ5WFIG,3
2234,4762,XJMTRUDKPJ,4
335,5996,DQNQST,2
8028,1055,B0S,3
9834,2602,4CPZD5,1
7140,7889,36JMBWM,2
6036,2413,U,2
7579,8565,HLBZ0SH8X4,3
9009,8804,1ONIDD57Y,4
9970,2511,2VSWT81,1
6749,9896,L8EXUFO1,4
1198,642,59JYG,1
2189,3475,F,2
8512,5985,QV,4
7708,8948,N3B,2
9264,1750,L,3
1579,5773,0FN4,2
4610,3310,T9WH2H,5
4352,6712,Y08Z15X,1
7798,7409,OBZX,5
2758,8170,7SI,1
5776,2366,7R,5
67,6589,17YP53WZ,5
6715,3568,4C8JM,3
6246,2426,OFJBT,3
461,3182,CCJXDF,2
6003,1134,RL,3
2895,8001,RTWWDW8,2
1541,2752,YH1IF,2
1326,4486,GAPSNDS,3
5696,8435,MIGB1PE,2
7772,8207,PGR2RU,4
975,753,A06QY,2
3528,948,QYV4P,5
6286,6395,28,2
3308,2339,D3Z,1
1990,2322,FIRJF,1
6861,2251,PP87L2HYHG,5
6143,1177,B3FTG4U5H,4
2415,6347,08K5BTE,3
3311,5077,PWQR,3
5764,2007,E5DQ5B,2
6288,365,SYQNQ39,2
4276,7751,5362AU,3
1103,5759,LA893MB4Y,2
8865,9177,V,4
8016,9492,7F,1
6115,8516,SJWVVF,2
7996,4774,EI,4
2758,1932,AK02O6KU3,2
8065,2084,2RJ,5
3095,9291,TNK,3
7443,5421,TUY2EMI6,3
4241,3346,BTKBHK,1
9752,9485,EQYPX,1
9835,6989,K3,1
3828,3426,Z7PV7LOI,2
5860,1089,9HBNM,3
5193,9805,6R4U0Y68,3
1299,2387,1X2FRI5B,1
4768,8872,SZ,2
4873,7645,7A,3
2037,37,CJ80MCY8I,1
5063,2667,LNLEXP,1
9495,3695,9N,5
3248,1706,63Z,2
8769,2269,UW,5
9780,4734,HGE2A0,1
7748,3857,DO7QQLC445,3
7111,9643,HLQBP,4
6637,4854,WKNEZ07,4
2866,7648,M9U,4
6081,2858,73LK,5
840,5010,MFX8,2
6734,3822,4XO6V,2
1462,136,U9IY,2
8648,1475,ALF1E,1
3057,3320,G1CSD,5
5765,8564,WUORVSW6ZK,5
7828,2058,PRNZIEF0,3
5118,524,DKF51ENX7,3
1151,7550,K2BPIQ2,2
2943,2601,EY21M35,3
90,1468,BMG,2
5959,3735,SV8MK3RNZJ,4
8347,2278,MT,2
1090,1580,IBF,4
8956,470,S4H2,3
222,4168,T2SPMFXRB,5
6341,4158,1YSPS2L3,5
4578,1946,OE09268W,1
5351,7165,M0PKDF9XU4,3
7226,7292,YW4TC,4
4142,4917,PU3,1
5009,388,Q9R,1
6221,4655,H3QX298X,3
2727,3475,F,5
9161,9405,KYU,2
6212,9483,CSW,5
533,4281,FTX5O,1
3442,2956,51G,3
7391,3919,39L9W3,3
192,6182,0905YO,3
8026,5611,W63TNVG7EM,5
8506,5436,XAORCC,5
6824,1602,BQ2,1
6599,2010,WZBSPPQP,5
8741,8559,0,3
7215,6818,WS,5
971,1323,LYPH8,2
4291,717,82IZB03UIU,5
5039,5827,RWOSD,5
1248,4262,KIB,4
5304,4108,RDR,4
1120,220,2URUSWTV6,3
170,3577,O9DQ48KUE,3
6454,4330,G,4
393,8880,JHS6X81E,1
8808,6048,DD84HDJ2IE,1
5710,729,YW8Q3FPYA,5
8348,7007,LWA,3
1585,8121,5XL4ADF,5
7150,4683,ZZDOVX,5
2868,4552,MGVMV529Q2,5
7038,9666,Q6XA2D,1
7017,1372,CTC,4
1141,5182,PGC,4
2764,1640,8KNQ,3
738,8275,D7AWY,1
5220,9697,49O3ALI0QW,1
8813,7486,LSGOL2C5,3
8022,1532,TRIF,5
6093,4628,F5Y2BT,3
7181,4190,48SLFJ0BF,5
608,9991,D7Q,3
2831,102,R1EHCYG5UJ,1
8134,7611,BAGCZ6,5
2242,2726,RM,3
5814,5794,YMO8A,4
554,9632,AY9LOT8ZE0,2
4422,7386,I,4
1702,8080,5KZXW,4
3830,3080,M,1
5017,7948,2M4,4
4,190,C,5
5939,4242,D7E20PYQNS,4
5318,8064,FSC,4
3120,7618,D6,5
4239,5844,JCJV7,1
4835,6018,38T0S7UA41,4
3282,1639,161Z7BV0,2
5312,6550,J0K,4
4983,671,9G53Z,1
5232,273,UL62HLL5,3
2673,9240,4O91PRTV,1
1454,4539,C6SJJ6IG,5
4127,6359,YL6JOH51,2
307,7442,HE1BJFOB,3
2226,7757,208F,4
6568,3548,WF,2
8506,904,52BP2V,1
1045,5407,JQIQ2GEK2A,1
3925,3470,NDKX,4
9688,3354,JQXIBO,2
6183,8678,XRQ3VM56,5
377,6647,UYBEZX,1
9446,669,4SZ952FBG,4
2109,306,3,5
1936,4070,9SV6AB8SU2,5
2558,4347,UA9K7A,3
909,9555,L5,3
5493,8667,OE2,4
2496,9368,SKWDFLOY,2
8282,3645,9UN4XCSS0V,3
5424,6966,1F,4
4237,718,6MC7RWPC,3
7659,5544,439NANA,4
9167,2617,TES,5
351,7039,E,1
4965,8276,9GWGL90,5
8217,8179,424,3
7338,3270,83Z,5
790,8748,EI3S6NO,4
1142,6024,Q6HZW599,2
711,8667,OE2,2
9102,8617,SY811UA9DK,2
7521,641,ID13EJSP,2
3502,6172,T7,1
8736,2952,IO0,2
6432,5700,5ZP60L98,1
8131,2017,F2B,3
4864,9433,6D9HSR0,2
1604,5997,R9V,4
2126,9345,382N4OUX,5
846,4038,0K,2
2069,8303,U4CYB23KQ,4
6920,5122,YCX6ERY2I,3
4519,5097,4K4U4W,3
1116,2773,N1N0,1
3045,1878,I7ZGTX,1
4101,8991,3B3CDQP0BQ,2
5977,7628,28J88LSA,3
615,9850,9LIN4IPWQ8,2
5076,5375,SY5HNK7OQ,3
4786,5242,4DG,4
4962,5487,7QWNCXIA,3
953,5502,YNG,4
7239,7834,IWGRV0,2
8061,1282,PR6AF5H8,2
5673,1736,UM,4
5606,2114,IM,4
7806,320,JFF,3
2473,212,EK,4
4520,319,G,5
8890,9160,M,5
2525,7446,IQG1A,3
9682,580,XMCL,2
