userId,recipeId,name
2294,42,Lemon Squares
1212,204,Beef Spinach Quiche
3709,208,Chicken Tamale Pie
3814,90,Spinach Salad
9012,225,Tulelake Potato Casserole
7911,25,Strawberry Spice Loaf
5989,115,Cheese Fondue
5993,151,Chicken Cashew
3502,132,Beef Scallops with Fresh Tomato Sauce
4249,54,Banana Cream Pie
7200,86,Lemon Cloud Salad
739,58,Fresh Strawberry Pie
2105,223,Stuffed Green Peppers
6896,29,Blue Chip Cookies
1503,145,Sweet and Sour Pork
9746,164,"Sandra's ""Tree Trimmer"" Chicken"
9742,142,Pineapple Spareribs
1706,216,Garden Quiche
7586,90,Spinach Salad
3567,23,Special Prune Cake*
7107,70,Walnut-Raisin pie
2114,193,Tulelake Potato Casserole
2822,12,Light Old Fashioned Fruit Cake
6179,12,Light Old Fashioned Fruit Cake
3219,80,Five Bean Salad
2360,14,Oatmeal Cake
1824,217,Impossible Taco Pie
6421,169,Asparagus Stir-Fried
5669,135,Veal Parmigan
3709,197,Chilled Prune Whip
557,171,Baked Zucchini with Mushrooms
5000,222,Spinach Fritatta
9024,161,Maryland Fried Chicken
6720,217,Impossible Taco Pie
5969,96,Broccoli Cheese Soup
1522,122,Cheesy Fish Fillets with Spinach
1728,160,nan
1371,228,Zucchini-Ham Cheese Pie
4663,49,Pumpkin Oatmeal Cookies
8979,179,Green Beans Salerno
4694,128,Shrimp Saute
9101,142,Pineapple Spareribs
2940,111,Chinese Pepper Steak
4371,173,Cheesy Spinach Bake
3695,115,Cheese Fondue
4735,209,Chili Cheese Puff
8314,197,Chilled Prune Whip
6900,199,South Carolina Cobbler
5313,201,Artichoke-Mozzarella Casserole
6595,99,Creamy Zucchini Mushroom Soup
5469,92,Spinach Salad with Alfalfa Sprouts
2290,207,Cheese Strata
315,117,Baby Back Ribs
7332,190,Sweet and Sour Red Cabbage
6943,96,Broccoli Cheese Soup
5381,5,Crazy Cake
845,151,Chicken Cashew
6782,198,Fresh Peach Dessert
7653,63,Peach Almond Pie
8555,30,Bourbon Balls
6393,63,Peach Almond Pie
8571,142,Pineapple Spareribs
6686,50,Snickerdoodles
2681,130,Barbecued Spareribs
1868,124,Sauteed Scallops
1903,164,"Sandra's ""Tree Trimmer"" Chicken"
1867,137,Beef Stroganoff
2659,129,Sitr-Fry Beef and Broccoli
7315,31,Chocolate Crisp Bran Cookies
3306,190,Sweet and Sour Red Cabbage
1658,32,Chocolate Peanut Brunch Bars
1722,86,Lemon Cloud Salad
8753,78,Cranberry Mold
5569,127,Hot Crab Dip
2734,139,Egg Foo Young
3961,27,Two Layer Chocolate Mayonnaise Cake
8615,4,Chocolate Mayonaise Cake
4358,174,Company Cabbage
553,174,Company Cabbage
5816,205,Broccoli and Rice Casserole
3412,78,Cranberry Mold
3482,37,Frosted Delights
2899,112,Chinese Roast Pork
1908,171,Baked Zucchini with Mushrooms
3576,112,Chinese Roast Pork
7619,204,Beef Spinach Quiche
616,109,Chinese Chicken Salad
2001,155,Chicken with Artichoke
4181,129,Sitr-Fry Beef and Broccoli
4137,21,Refrigerator Cheesecake
7824,92,Spinach Salad with Alfalfa Sprouts
1884,169,Asparagus Stir-Fried
2716,135,Veal Parmigan
3492,152,Chicken Lo Mein
2360,90,Spinach Salad
9422,44,Oatmeal Cookies
4773,73,Broccoli Curry Salad
6346,45,Oatmeal Fudge Bars*
1241,98,Cleo's Clam Chowder
9828,23,Special Prune Cake*
3340,151,Chicken Cashew
2848,15,Orange Angel Food Cake
3820,216,Garden Quiche
8502,214,Easy Pasta Bake
4094,119,Saucy Shrimp Over Chinese Noodle Cakes
41,25,Strawberry Spice Loaf
8581,2,Blueberry Coffee Cake
9635,207,Cheese Strata
3349,224,Tamale Pie
668,140,Egg Roll Filling
9819,169,Asparagus Stir-Fried
8590,73,Broccoli Curry Salad
743,147,Avocado Chicken Melt
3345,74,Broccoli Salad
29,91,Spinach Salad with Avocado
5437,217,Impossible Taco Pie
1490,71,Angel Hash
1143,193,Tulelake Potato Casserole
2542,220,Savory Chicken Casserole
1622,38,Ginger Snap Bars
4951,54,Banana Cream Pie
3995,49,Pumpkin Oatmeal Cookies
1123,70,Walnut-Raisin pie
9441,141,Egg Roll Wrappers
2530,139,Egg Foo Young
7390,180,Italian Zucchini
378,98,Cleo's Clam Chowder
3673,66,Peanut Butter Pie
7579,2,Blueberry Coffee Cake
9664,4,Chocolate Mayonaise Cake
1606,112,Chinese Roast Pork
7721,192,Three Cheese Spinach
1513,25,Strawberry Spice Loaf
2264,33,Chocolate Trio Squares*
3018,214,Easy Pasta Bake
3477,193,Tulelake Potato Casserole
4225,147,Avocado Chicken Melt
7366,216,Garden Quiche
1788,90,Spinach Salad
1246,150,Chicken Breasts Florentine
3060,102,Mexican Meatball Soup
1101,86,Lemon Cloud Salad
6398,125,"""Louies"" Linguini with Clam Sauce"
1927,195,Apple Dumplings
7462,85,Horseradish Dressing
6694,95,Zucchini Apple Slaw
2942,219,Ranch-style Baked Beans
8841,76,Carrot Carousel
9073,1,Banana Cake
6848,211,Chinese Noodle Casserole
9508,93,Summer Fruit Salad
3213,33,Chocolate Trio Squares*
8547,129,Sitr-Fry Beef and Broccoli
109,144,Shrimp Pineapple Fried Rice
7651,60,Lemon Luscious Pie
271,30,Bourbon Balls
8403,187,Spinach Strudels
3308,202,Asparagus Tomato Quiche
5862,29,Blue Chip Cookies
9092,171,Baked Zucchini with Mushrooms
7061,144,Shrimp Pineapple Fried Rice
4947,110,Chinese Fried Rice
9080,175,Crisp Potato Pancakes
5043,91,Spinach Salad with Avocado
6013,155,Chicken with Artichoke
9016,29,Blue Chip Cookies
22,34,Christmas Logs
3372,112,Chinese Roast Pork
5787,197,Chilled Prune Whip
8471,222,Spinach Fritatta
4958,64,Peach Parfait Pie
6846,227,Zucchini Casserole
4926,183,Peas
3446,27,Two Layer Chocolate Mayonnaise Cake
7504,42,Lemon Squares
197,61,Lemon Meringue Pie
1751,142,Pineapple Spareribs
5859,23,Special Prune Cake*
8413,47,Pineapple Graham Bars
8720,225,Tulelake Potato Casserole
4231,59,Lemon Cloud Pie
6904,160,nan
7620,224,Tamale Pie
849,177,Eggplant Rollatini
8027,216,Garden Quiche
2312,164,"Sandra's ""Tree Trimmer"" Chicken"
749,170,Baked Green Beans
62,151,Chicken Cashew
3476,185,Spinach Pie
519,6,Fresh Apple Cake
9374,124,Sauteed Scallops
8991,35,Christmas Snowballs
5818,101,Hungry Bear Vegetable Soup
9596,97,Chicken Noodle Soup
8587,20,Pumpkin Swirl Cheesecake
3450,4,Chocolate Mayonaise Cake
2885,113,Chinese Stir Fried Chicken with Peanuts
1086,14,Oatmeal Cake
1995,152,Chicken Lo Mein
2498,223,Stuffed Green Peppers
4592,2,Blueberry Coffee Cake
2747,85,Horseradish Dressing
8438,154,Chicken Schnitzel
4657,195,Apple Dumplings
9938,112,Chinese Roast Pork
6222,74,Broccoli Salad
2087,72,Blue Cheese Dressing
2142,195,Apple Dumplings
5218,26,Three Layer Chocolate Mayonnaise Cake
8949,126,Sole Almondie
8545,34,Christmas Logs
3098,107,Chinese Beef
5608,170,Baked Green Beans
2608,15,Orange Angel Food Cake
5228,206,Broccoli Cheese Pie
1273,157,Creamy Chicken Broccoli with Rice
5402,175,Crisp Potato Pancakes
3290,222,Spinach Fritatta
9558,142,Pineapple Spareribs
8301,32,Chocolate Peanut Brunch Bars
4322,32,Chocolate Peanut Brunch Bars
7633,120,Sole Thermidor
4883,167,Spicy Singapore Wings
4377,114,Scallops
9203,144,Shrimp Pineapple Fried Rice
1087,47,Pineapple Graham Bars
6463,192,Three Cheese Spinach
3346,48,Prune Nut Bars
5784,74,Broccoli Salad
5348,200,Spanish Cream Pudding
3963,25,Strawberry Spice Loaf
7009,195,Apple Dumplings
1224,6,Fresh Apple Cake
7616,192,Three Cheese Spinach
886,23,Special Prune Cake*
1006,8,Graham Cracker Cake
885,34,Christmas Logs
8772,193,Tulelake Potato Casserole
9398,219,Ranch-style Baked Beans
5119,160,nan
9113,141,Egg Roll Wrappers
7867,104,Tortilla Soup
7079,6,Fresh Apple Cake
7959,25,Strawberry Spice Loaf
3859,187,Spinach Strudels
8172,226,Wild Mushroom and Spinach Lasanga
2533,111,Chinese Pepper Steak
7337,149,Catalina Chicken Stir Fry
448,127,Hot Crab Dip
3464,41,Jello Pastel Cookies
5963,178,Glazed Carrots
2644,7,Fresh Pear Cake
6522,139,Egg Foo Young
2430,160,nan
4304,139,Egg Foo Young
4875,203,Beef Enchiladas
2730,169,Asparagus Stir-Fried
6305,49,Pumpkin Oatmeal Cookies
5966,27,Two Layer Chocolate Mayonnaise Cake
7986,85,Horseradish Dressing
2185,47,Pineapple Graham Bars
4774,157,Creamy Chicken Broccoli with Rice
3745,16,Orange-Poppy Seed Pound Cake
4340,124,Sauteed Scallops
7348,10,Hungry Bear Cheese Cake
432,220,Savory Chicken Casserole
363,110,Chinese Fried Rice
1568,22,Sherry Wine Cake
296,11,Lemon Poppy Cake
2997,213,Deep Dish Pizza
6651,187,Spinach Strudels
5951,52,Thumbprint Cookies
2800,4,Chocolate Mayonaise Cake
7993,83,Green Bean Salad
681,130,Barbecued Spareribs
6771,68,Sour Cream Raisin Pie
6138,63,Peach Almond Pie
2970,144,Shrimp Pineapple Fried Rice
8885,135,Veal Parmigan
4542,175,Crisp Potato Pancakes
9282,179,Green Beans Salerno
8946,87,Lima Bean Salad
8253,82,Garden Vegetable Pasta
2153,20,Pumpkin Swirl Cheesecake
7110,69,Walnut Pie
1405,55,Blackberry Nectarine Pie
5922,160,nan
8171,170,Baked Green Beans
7071,135,Veal Parmigan
4569,8,Graham Cracker Cake
9653,219,Ranch-style Baked Beans
575,63,Peach Almond Pie
408,140,Egg Roll Filling
3407,98,Cleo's Clam Chowder
6943,150,Chicken Breasts Florentine
4565,67,Pie Crust
3653,14,Oatmeal Cake
9146,183,Peas
4661,217,Impossible Taco Pie
5617,164,"Sandra's ""Tree Trimmer"" Chicken"
424,169,Asparagus Stir-Fried
5996,125,"""Louies"" Linguini with Clam Sauce"
3686,83,Green Bean Salad
6863,214,Easy Pasta Bake
5558,87,Lima Bean Salad
7579,76,Carrot Carousel
4147,141,Egg Roll Wrappers
5397,192,Three Cheese Spinach
2928,35,Christmas Snowballs
5154,91,Spinach Salad with Avocado
7013,83,Green Bean Salad
4905,212,Crazy Crust Pizza
6454,76,Carrot Carousel
5792,194,Zucchini Patties
505,183,Peas
4184,172,Bit O' Zucchini Bites
6239,17,Pineapple Cake
3193,25,Strawberry Spice Loaf
7683,69,Walnut Pie
4409,45,Oatmeal Fudge Bars*
1485,159,Jack Zucchini Chicken
8526,121,Bake Trout
6129,62,Old Fashioned Apple Pie
4466,218,Pasta Primavera
7437,202,Asparagus Tomato Quiche
3702,72,Blue Cheese Dressing
909,118,Sweet and Sour Meatballs
6121,31,Chocolate Crisp Bran Cookies
9463,37,Frosted Delights
5789,211,Chinese Noodle Casserole
2087,188,Stuffed Zucchini
940,29,Blue Chip Cookies
2337,221,Sour Cream Enchiladas
6090,167,Spicy Singapore Wings
7248,19,Potatoe Cake
2464,135,Veal Parmigan
2814,54,Banana Cream Pie
542,147,Avocado Chicken Melt
2848,216,Garden Quiche
8754,130,Barbecued Spareribs
7703,92,Spinach Salad with Alfalfa Sprouts
5866,14,Oatmeal Cake
2021,199,South Carolina Cobbler
2928,10,Hungry Bear Cheese Cake
5604,109,Chinese Chicken Salad
5534,65,Peanut Butter Ice Cream Pie
9590,1,Banana Cake
5260,217,Impossible Taco Pie
1217,114,Scallops
8804,148,Batter Fried Chicken
8225,127,Hot Crab Dip
5119,27,Two Layer Chocolate Mayonnaise Cake
2736,90,Spinach Salad
8269,154,Chicken Schnitzel
9825,58,Fresh Strawberry Pie
5585,99,Creamy Zucchini Mushroom Soup
8738,97,Chicken Noodle Soup
8978,20,Pumpkin Swirl Cheesecake
5531,27,Two Layer Chocolate Mayonnaise Cake
3547,103,Minestrone Soup
3736,12,Light Old Fashioned Fruit Cake
9805,40,Honey Graham Crackers
805,109,Chinese Chicken Salad
1539,172,Bit O' Zucchini Bites
8325,11,Lemon Poppy Cake
2328,183,Peas
6036,165,Saute'd Chicken Breats
5069,120,Sole Thermidor
3822,6,Fresh Apple Cake
6644,83,Green Bean Salad
7842,151,Chicken Cashew
5039,123,Cheese Fondue
5577,37,Frosted Delights
7296,46,Peanut Butter Cookies
3304,144,Shrimp Pineapple Fried Rice
5865,44,Oatmeal Cookies
5355,188,Stuffed Zucchini
5278,43,Minties
9795,40,Honey Graham Crackers
9269,56,Creamy Apple Pie
8226,223,Stuffed Green Peppers
4228,97,Chicken Noodle Soup
5805,198,Fresh Peach Dessert
6846,155,Chicken with Artichoke
6592,22,Sherry Wine Cake
833,80,Five Bean Salad
531,30,Bourbon Balls
4805,140,Egg Roll Filling
1688,67,Pie Crust
9735,210,Chili Chicken
2730,197,Chilled Prune Whip
4294,92,Spinach Salad with Alfalfa Sprouts
3421,107,Chinese Beef
7756,144,Shrimp Pineapple Fried Rice
3107,14,Oatmeal Cake
2267,172,Bit O' Zucchini Bites
2788,36,Crisp Oatmeal Fruit Strips
2591,99,Creamy Zucchini Mushroom Soup
1741,86,Lemon Cloud Salad
8563,79,Cucumbers in Sour Cream
422,144,Shrimp Pineapple Fried Rice
6982,194,Zucchini Patties
3412,220,Savory Chicken Casserole
5115,63,Peach Almond Pie
9051,212,Crazy Crust Pizza
1603,19,Potatoe Cake
3167,158,In a Hurry Chicken Curry
5846,16,Orange-Poppy Seed Pound Cake
4196,2,Blueberry Coffee Cake
4107,177,Eggplant Rollatini
2233,15,Orange Angel Food Cake
5386,228,Zucchini-Ham Cheese Pie
4687,150,Chicken Breasts Florentine
8468,128,Shrimp Saute
2122,228,Zucchini-Ham Cheese Pie
6731,37,Frosted Delights
2629,101,Hungry Bear Vegetable Soup
3466,14,Oatmeal Cake
7472,37,Frosted Delights
1912,153,Chicken Paprika
1069,181,Mushrooms in Sour Cream
9276,211,Chinese Noodle Casserole
2787,214,Easy Pasta Bake
5039,199,South Carolina Cobbler
1581,206,Broccoli Cheese Pie
3809,199,South Carolina Cobbler
3603,204,Beef Spinach Quiche
2714,54,Banana Cream Pie
3637,91,Spinach Salad with Avocado
7624,98,Cleo's Clam Chowder
1077,70,Walnut-Raisin pie
2577,227,Zucchini Casserole
3183,203,Beef Enchiladas
9061,151,Chicken Cashew
2798,76,Carrot Carousel
5388,121,Bake Trout
9639,52,Thumbprint Cookies
7060,14,Oatmeal Cake
3742,42,Lemon Squares
2865,185,Spinach Pie
4862,107,Chinese Beef
5059,38,Ginger Snap Bars
6441,52,Thumbprint Cookies
6856,210,Chili Chicken
953,7,Fresh Pear Cake
3560,94,Top Ramen Salad
7756,138,Hungry Bear Cheese Cake
2207,41,Jello Pastel Cookies
6045,169,Asparagus Stir-Fried
2523,44,Oatmeal Cookies
3846,209,Chili Cheese Puff
6523,171,Baked Zucchini with Mushrooms
7161,168,Turkey Tenderloin Supreme
7091,11,Lemon Poppy Cake
1471,70,Walnut-Raisin pie
1079,115,Cheese Fondue
6324,158,In a Hurry Chicken Curry
6004,79,Cucumbers in Sour Cream
1573,8,Graham Cracker Cake
1966,62,Old Fashioned Apple Pie
6099,181,Mushrooms in Sour Cream
4371,168,Turkey Tenderloin Supreme
9365,212,Crazy Crust Pizza
2043,159,Jack Zucchini Chicken
7159,31,Chocolate Crisp Bran Cookies
9203,206,Broccoli Cheese Pie
3763,53,Walnut Squares
1523,154,Chicken Schnitzel
9580,13,My Best Gingerbread
31,220,Savory Chicken Casserole
1405,114,Scallops
7358,193,Tulelake Potato Casserole
6361,180,Italian Zucchini
8367,153,Chicken Paprika
2460,49,Pumpkin Oatmeal Cookies
9376,71,Angel Hash
2117,136,Teriyaki Steak
5132,228,Zucchini-Ham Cheese Pie
2047,85,Horseradish Dressing
8154,129,Sitr-Fry Beef and Broccoli
7969,97,Chicken Noodle Soup
566,130,Barbecued Spareribs
32,216,Garden Quiche
2628,73,Broccoli Curry Salad
8733,176,Easy Oven Baked Potatoes
2903,51,Soft Sugar Cookies
3370,109,Chinese Chicken Salad
8610,197,Chilled Prune Whip
9612,29,Blue Chip Cookies
8734,212,Crazy Crust Pizza
7008,66,Peanut Butter Pie
9416,166,Saute'd Chicken Livers
169,89,School French Dressing
7012,38,Ginger Snap Bars
5598,55,Blackberry Nectarine Pie
6324,70,Walnut-Raisin pie
8399,59,Lemon Cloud Pie
473,208,Chicken Tamale Pie
2625,84,Heavenly Cheese Salad
9815,183,Peas
4780,83,Green Bean Salad
3089,147,Avocado Chicken Melt
4713,176,Easy Oven Baked Potatoes
1974,127,Hot Crab Dip
5644,170,Baked Green Beans
4108,11,Lemon Poppy Cake
611,139,Egg Foo Young
8809,86,Lemon Cloud Salad
8436,58,Fresh Strawberry Pie
1425,78,Cranberry Mold
3946,58,Fresh Strawberry Pie
7396,52,Thumbprint Cookies
586,16,Orange-Poppy Seed Pound Cake
2009,21,Refrigerator Cheesecake
2771,101,Hungry Bear Vegetable Soup
8828,2,Blueberry Coffee Cake
9096,15,Orange Angel Food Cake
9567,152,Chicken Lo Mein
487,195,Apple Dumplings
9897,15,Orange Angel Food Cake
9363,161,Maryland Fried Chicken
1976,103,Minestrone Soup
9953,12,Light Old Fashioned Fruit Cake
1117,156,Coq au Vin
4410,117,Baby Back Ribs
6764,63,Peach Almond Pie
7824,27,Two Layer Chocolate Mayonnaise Cake
148,204,Beef Spinach Quiche
5851,72,Blue Cheese Dressing
141,26,Three Layer Chocolate Mayonnaise Cake
7764,1,Banana Cake
2709,13,My Best Gingerbread
3185,193,Tulelake Potato Casserole
7929,109,Chinese Chicken Salad
4031,54,Banana Cream Pie
3560,226,Wild Mushroom and Spinach Lasanga
3916,23,Special Prune Cake*
7646,206,Broccoli Cheese Pie
9836,184,Saute Zucchini
7459,192,Three Cheese Spinach
5710,154,Chicken Schnitzel
6350,83,Green Bean Salad
6694,36,Crisp Oatmeal Fruit Strips
6008,51,Soft Sugar Cookies
5822,16,Orange-Poppy Seed Pound Cake
4169,125,"""Louies"" Linguini with Clam Sauce"
6017,129,Sitr-Fry Beef and Broccoli
9070,185,Spinach Pie
4795,158,In a Hurry Chicken Curry
7815,156,Coq au Vin
1100,161,Maryland Fried Chicken
3394,33,Chocolate Trio Squares*
2263,45,Oatmeal Fudge Bars*
1058,41,Jello Pastel Cookies
6708,89,School French Dressing
4438,124,Sauteed Scallops
8918,58,Fresh Strawberry Pie
878,32,Chocolate Peanut Brunch Bars
6025,35,Christmas Snowballs
9442,89,School French Dressing
3133,191,The Spinach
9038,66,Peanut Butter Pie
160,214,Easy Pasta Bake
6304,219,Ranch-style Baked Beans
457,5,Crazy Cake
2898,153,Chicken Paprika
5125,60,Lemon Luscious Pie
5474,23,Special Prune Cake*
8215,103,Minestrone Soup
467,7,Fresh Pear Cake
8763,15,Orange Angel Food Cake
5814,91,Spinach Salad with Avocado
2112,157,Creamy Chicken Broccoli with Rice
1267,79,Cucumbers in Sour Cream
4108,31,Chocolate Crisp Bran Cookies
1443,46,Peanut Butter Cookies
1919,133,Veal Scallopini
9940,11,Lemon Poppy Cake
5968,182,Orange Sweet Potatoes
4773,8,Graham Cracker Cake
9701,118,Sweet and Sour Meatballs
3806,225,Tulelake Potato Casserole
4326,106,Chicken With Pineapple
2469,112,Chinese Roast Pork
9056,111,Chinese Pepper Steak
9833,65,Peanut Butter Ice Cream Pie
7771,226,Wild Mushroom and Spinach Lasanga
1820,203,Beef Enchiladas
4125,22,Sherry Wine Cake
2639,187,Spinach Strudels
7777,32,Chocolate Peanut Brunch Bars
2329,35,Christmas Snowballs
4725,98,Cleo's Clam Chowder
4830,216,Garden Quiche
4441,42,Lemon Squares
2541,144,Shrimp Pineapple Fried Rice
9278,37,Frosted Delights
3887,107,Chinese Beef
8002,221,Sour Cream Enchiladas
8276,168,Turkey Tenderloin Supreme
5157,135,Veal Parmigan
2031,117,Baby Back Ribs
4280,207,Cheese Strata
3609,67,Pie Crust
1268,181,Mushrooms in Sour Cream
9763,56,Creamy Apple Pie
2246,110,Chinese Fried Rice
1308,209,Chili Cheese Puff
5182,123,Cheese Fondue
5586,86,Lemon Cloud Salad
3261,143,Pork Fu Man Chow
4293,218,Pasta Primavera
3806,210,Chili Chicken
5744,148,Batter Fried Chicken
6139,69,Walnut Pie
7322,137,Beef Stroganoff
2373,208,Chicken Tamale Pie
2495,59,Lemon Cloud Pie
9197,141,Egg Roll Wrappers
5824,213,Deep Dish Pizza
8087,176,Easy Oven Baked Potatoes
2964,180,Italian Zucchini
7460,41,Jello Pastel Cookies
3529,57,Dutch Apple Pie
4680,135,Veal Parmigan
9354,12,Light Old Fashioned Fruit Cake
6997,205,Broccoli and Rice Casserole
2910,107,Chinese Beef
4856,26,Three Layer Chocolate Mayonnaise Cake
2947,162,Oven Fried Chicken
318,114,Scallops
183,150,Chicken Breasts Florentine
9198,63,Peach Almond Pie
816,32,Chocolate Peanut Brunch Bars
3056,196,Apple Dessert for a Crowd
8843,142,Pineapple Spareribs
8406,105,Chicken and Shrimp Cantonese
9516,147,Avocado Chicken Melt
233,16,Orange-Poppy Seed Pound Cake
4328,144,Shrimp Pineapple Fried Rice
3025,105,Chicken and Shrimp Cantonese
3169,212,Crazy Crust Pizza
5333,143,Pork Fu Man Chow
6463,99,Creamy Zucchini Mushroom Soup
6444,161,Maryland Fried Chicken
1723,64,Peach Parfait Pie
3796,105,Chicken and Shrimp Cantonese
5132,103,Minestrone Soup
7395,55,Blackberry Nectarine Pie
6885,43,Minties
9765,11,Lemon Poppy Cake
7430,200,Spanish Cream Pudding
7374,206,Broccoli Cheese Pie
6507,109,Chinese Chicken Salad
9866,196,Apple Dessert for a Crowd
6780,47,Pineapple Graham Bars
2726,8,Graham Cracker Cake
9100,228,Zucchini-Ham Cheese Pie
5111,131,Sweet and Sour Pork
7918,84,Heavenly Cheese Salad
5068,213,Deep Dish Pizza
8117,98,Cleo's Clam Chowder
6244,90,Spinach Salad
5066,215,Fum Gum
717,92,Spinach Salad with Alfalfa Sprouts
9579,167,Spicy Singapore Wings
410,17,Pineapple Cake
4938,50,Snickerdoodles
9335,73,Broccoli Curry Salad
8,163,Parsley and Parmasen Baked Chicken
7865,109,Chinese Chicken Salad
8860,184,Saute Zucchini
2223,73,Broccoli Curry Salad
5536,180,Italian Zucchini
1283,8,Graham Cracker Cake
7290,31,Chocolate Crisp Bran Cookies
3739,217,Impossible Taco Pie
6518,129,Sitr-Fry Beef and Broccoli
7798,93,Summer Fruit Salad
2088,152,Chicken Lo Mein
8700,1,Banana Cake
417,120,Sole Thermidor
7067,100,Elephant Stew
6329,192,Three Cheese Spinach
5320,149,Catalina Chicken Stir Fry
4009,113,Chinese Stir Fried Chicken with Peanuts
2447,25,Strawberry Spice Loaf
2795,104,Tortilla Soup
5567,8,Graham Cracker Cake
6809,68,Sour Cream Raisin Pie
4423,55,Blackberry Nectarine Pie
1712,102,Mexican Meatball Soup
8423,49,Pumpkin Oatmeal Cookies
236,22,Sherry Wine Cake
7021,160,nan
2492,135,Veal Parmigan
2637,99,Creamy Zucchini Mushroom Soup
4630,60,Lemon Luscious Pie
114,182,Orange Sweet Potatoes
1314,78,Cranberry Mold
3717,160,nan
8241,194,Zucchini Patties
6499,178,Glazed Carrots
2459,133,Veal Scallopini
2387,53,Walnut Squares
4886,207,Cheese Strata
1951,214,Easy Pasta Bake
8814,55,Blackberry Nectarine Pie
6745,100,Elephant Stew
5955,60,Lemon Luscious Pie
7044,166,Saute'd Chicken Livers
6554,2,Blueberry Coffee Cake
594,125,"""Louies"" Linguini with Clam Sauce"
679,166,Saute'd Chicken Livers
8492,2,Blueberry Coffee Cake
512,115,Cheese Fondue
1728,29,Blue Chip Cookies
7892,191,The Spinach
3513,209,Chili Cheese Puff
5421,16,Orange-Poppy Seed Pound Cake
5098,209,Chili Cheese Puff
2635,63,Peach Almond Pie
4330,41,Jello Pastel Cookies
367,12,Light Old Fashioned Fruit Cake
5851,174,Company Cabbage
9766,211,Chinese Noodle Casserole
5807,185,Spinach Pie
9267,162,Oven Fried Chicken
3107,84,Heavenly Cheese Salad
604,70,Walnut-Raisin pie
8498,51,Soft Sugar Cookies
8668,7,Fresh Pear Cake
4433,49,Pumpkin Oatmeal Cookies
2234,80,Five Bean Salad
6870,46,Peanut Butter Cookies
9337,225,Tulelake Potato Casserole
784,48,Prune Nut Bars
8618,10,Hungry Bear Cheese Cake
4743,88,Pea Salad
6637,76,Carrot Carousel
8648,55,Blackberry Nectarine Pie
876,168,Turkey Tenderloin Supreme
2664,111,Chinese Pepper Steak
8281,54,Banana Cream Pie
9041,40,Honey Graham Crackers
6653,196,Apple Dessert for a Crowd
7591,50,Snickerdoodles
6156,85,Horseradish Dressing
6120,113,Chinese Stir Fried Chicken with Peanuts
523,32,Chocolate Peanut Brunch Bars
3900,22,Sherry Wine Cake
6097,53,Walnut Squares
4197,16,Orange-Poppy Seed Pound Cake
3172,171,Baked Zucchini with Mushrooms
7993,65,Peanut Butter Ice Cream Pie
1254,192,Three Cheese Spinach
9419,174,Company Cabbage
8691,132,Beef Scallops with Fresh Tomato Sauce
2718,24,Spicy Fruit and Nut Cake*
